idn	akten-nr
1280498242                         	HABV_91_1_1339              
1280498250                         	HABV_91_1_1343              
1280498269                         	HABV_91_1_1344              
1280498277                         	HABV_91_1_1346              
1280498285                         	HABV_91_1_1348              
1280498293                         	HABV_91_1_1352              
1280498307                         	HABV_91_1_1355              
1280498315                         	HABV_91_1_1357              
1280498323                         	HABV_91_1_1359              
1280498331                         	HABV_91_1_1362              
128049834X                         	HABV_91_1_1363              
1280498358                         	HABV_91_1_1368              
1280498366                         	HABV_91_1_1369              
1280498374                         	HABV_91_1_1370              
1280498382                         	HABV_91_1_1371              
1280498390                         	HABV_91_1_1372              
1280498404                         	HABV_91_1_1376              
1280498412                         	HABV_91_1_1377              
1280498420                         	HABV_91_1_1380              
1280498439                         	HABV_91_1_1381              
1280498447                         	HABV_91_1_1385              
1280498455                         	HABV_91_1_1388              
1280498463                         	HABV_91_1_1390              
1280498471                         	HABV_91_1_1391              
128049848X                         	HABV_91_1_1392              
1280498498                         	HABV_91_1_1395              
1280498501                         	HABV_91_1_1399              
128049851X                         	HABV_91_1_1400              
1280498528                         	HABV_91_1_1403              
1280498536                         	HABV_91_1_1404              
1280498544                         	HABV_91_1_1405              
1280498552                         	HABV_91_1_1406              
1280498560                         	HABV_91_1_1407              
1280498579                         	HABV_91_1_1410              
1280498587                         	HABV_91_1_1414              
1280498595                         	HABV_91_1_1416              
1280498609                         	HABV_91_1_1417              
1280498617                         	HABV_91_1_1418              
1280498625                         	HABV_91_1_1419              
1280498633                         	HABV_91_1_1422              
128049865X                         	HABV_91_1_1425              
1280498668                         	HABV_91_1_1427              
1280498676                         	HABV_91_1_1430              
1280498684                         	HABV_91_1_1431              
1280498692                         	HABV_91_1_1432              
1280498706                         	HABV_91_1_1435              
1280498714                         	HABV_91_1_1438              
1280498722                         	HABV_91_1_1439              
1280498730                         	HABV_91_1_1440              
1280498749                         	HABV_91_1_1445              
1280498757                         	HABV_91_1_1446              
1280498765                         	HABV_91_1_1450              
1280498773                         	HABV_91_1_1451              
1280498781                         	HABV_91_1_1453              
128049879X                         	HABV_91_1_1454              
1280498803                         	HABV_91_1_1455              
1280498811                         	HABV_91_1_1461              
128049882X                         	HABV_91_1_1462              
1280498838                         	HABV_91_1_1463              
1280498846                         	HABV_91_1_1465              
1280498854                         	HABV_91_1_1467              
1280498862                         	HABV_91_1_1468              
1280498870                         	HABV_91_1_1469              
1280498889                         	HABV_91_1_1470              
1280498897                         	HABV_91_1_1471              
1280498900                         	HABV_91_1_1472              
1280498919                         	HABV_91_1_1473              
1280498927                         	HABV_91_1_1476              
1280498935                         	HABV_91_1_1478              
1280498943                         	HABV_91_1_1480              
1280498951                         	HABV_91_1_1481              
128049896X                         	HABV_91_1_1483              
1280498978                         	HABV_91_1_1486              
1280498986                         	HABV_91_1_1487              
1280498994                         	HABV_91_1_1488              
1280499001                         	HABV_91_1_1489              
128049901X                         	HABV_91_1_1490              
1280499028                         	HABV_91_1_1491              
1280499036                         	HABV_91_1_1495              
1280499044                         	HABV_91_1_1496              
1280499052                         	HABV_91_1_1498              
1280499060                         	HABV_91_1_1499              
1280499079                         	HABV_91_1_1500              
1280499087                         	HABV_91_1_1501              
1280499095                         	HABV_91_1_1502              
1280499109                         	HABV_91_1_1507              
1280499117                         	HABV_91_1_1512              
1280499125                         	HABV_91_1_1514              
1280499133                         	HABV_91_1_1516              
1280499141                         	HABV_91_1_1523              
128049915X                         	HABV_91_1_1524              
1280499168                         	HABV_91_1_1526              
1280499176                         	HABV_91_1_1529              
1280499184                         	HABV_91_1_1530              
1280499192                         	HABV_91_1_1531              
1280499206                         	HABV_91_1_1532              
1280499214                         	HABV_91_1_1533              
1280499222                         	HABV_91_1_1534              
1280499230                         	HABV_91_1_1535              
1280499249                         	HABV_91_1_1536              
1280499257                         	HABV_91_1_1538              
1280499265                         	HABV_91_1_1540              
1280499273                         	HABV_91_1_1542              
1280499281                         	HABV_91_1_1543              
128049929X                         	HABV_91_1_1548              
1280499303                         	HABV_91_1_1549              
1280499311                         	HABV_91_1_1551              
128049932X                         	HABV_91_1_1552              
1280499338                         	HABV_91_1_1553              
1280499346                         	HABV_91_1_1554              
1280499354                         	HABV_91_1_1555              
1280499362                         	HABV_91_1_1559              
1280499370                         	HABV_91_1_1560              
1280499389                         	HABV_91_1_1561              
1280499397                         	HABV_91_1_1562              
1280499400                         	HABV_91_1_1563              
1280499419                         	HABV_91_1_1564              
1280499427                         	HABV_91_1_1565              
1280499435                         	HABV_91_1_1566              
1280499443                         	HABV_91_1_1567              
1280499451                         	HABV_91_1_1570              
128049946X                         	HABV_91_1_1571              
1280499478                         	HABV_91_1_1573              
1280499486                         	HABV_91_1_1576              
1280499494                         	HABV_91_1_1579              
1280499508                         	HABV_91_1_1581              
1280499516                         	HABV_91_1_1582              
1280499524                         	HABV_91_1_1584              
1280499532                         	HABV_91_1_1585              
1280499540                         	HABV_91_1_1586              
1280499559                         	HABV_91_1_1587              
1280499567                         	HABV_91_1_1593              
1280499575                         	HABV_91_1_1596              
1280499583                         	HABV_91_1_1597              
1280499591                         	HABV_91_1_1599              
1280499605                         	HABV_91_1_1600              
1280499613                         	HABV_91_1_1601              
1280499621                         	HABV_91_1_1602              
128049963X                         	HABV_91_1_1603              
1280499648                         	HABV_91_1_1606              
1280499656                         	HABV_91_1_1611              
1280499664                         	HABV_91_1_1613              
1280499672                         	HABV_91_1_1615              
1280499680                         	HABV_91_1_1617              
1280499699                         	HABV_91_1_1619              
1280499702                         	HABV_91_1_1620              
1280499710                         	HABV_91_1_1622              
1280499729                         	HABV_91_1_1625              
1280499737                         	HABV_91_1_1628              
1280499745                         	HABV_91_1_1630              
1280499753                         	HABV_91_1_1631              
1280499761                         	HABV_91_1_1632              
128049977X                         	HABV_91_1_1633              
1280499788                         	HABV_91_1_1636              
1280499796                         	HABV_91_1_1637              
128049980X                         	HABV_91_1_1638              
1280499818                         	HABV_91_1_1639              
1280499826                         	HABV_91_1_1643              
1280499834                         	HABV_91_1_1646              
1280499842                         	HABV_91_1_1648              
1280499850                         	HABV_91_1_1651              
1280499869                         	HABV_91_1_1652              
1280499877                         	HABV_91_1_1653              
1280499885                         	HABV_91_1_1655              
1280499893                         	HABV_91_1_1656              
1280499907                         	HABV_91_1_1657              
1280499915                         	HABV_91_1_1658              
1280499923                         	HABV_91_1_1659              
1280499931                         	HABV_91_1_1660              
128049994X                         	HABV_91_1_1661              
1280499958                         	HABV_91_1_1662              
1280499966                         	HABV_91_1_1663              
1280499974                         	HABV_91_1_1664              
1280499982                         	HABV_91_1_1666              
1280499990                         	HABV_91_1_1667              
128050000X                         	HABV_91_1_1668              
1280500018                         	HABV_91_1_1669              
1280500026                         	HABV_91_1_1670              
1280500034                         	HABV_91_1_1671              
1280500042                         	HABV_91_1_1672              
1280500050                         	HABV_91_1_1676              
1280500069                         	HABV_91_1_1677              
1280500077                         	HABV_91_1_1680              
1280500085                         	HABV_91_1_1681              
1280500093                         	HABV_91_1_1683              
1280500107                         	HABV_91_1_1685              
1280500115                         	HABV_91_1_1689              
1280500123                         	HABV_91_1_1690              
1280500131                         	HABV_91_1_1691              
128050014X                         	HABV_91_1_1693              
1280500158                         	HABV_91_1_1695              
1280500166                         	HABV_91_1_1697              
1280500174                         	HABV_91_1_1701              
1280500182                         	HABV_91_1_1702              
1280500190                         	HABV_91_1_1704              
1280500204                         	HABV_91_1_1705              
1280500212                         	HABV_91_1_1706              
1280500220                         	HABV_91_1_1707              
1280500239                         	HABV_91_1_1708              
1280500247                         	HABV_91_1_1709              
1280500255                         	HABV_91_1_1717              
1280500263                         	HABV_91_1_1718              
1280500271                         	HABV_91_1_1719              
128050028X                         	HABV_91_1_1720              
1280500298                         	HABV_91_1_1721              
1280500301                         	HABV_91_1_1722              
128050031X                         	HABV_91_1_1723              
1280500328                         	HABV_91_1_1724              
1280500336                         	HABV_91_1_1726              
1280500344                         	HABV_91_1_1729              
1280500352                         	HABV_91_1_1731              
1280500360                         	HABV_91_1_1732              
1280500379                         	HABV_91_1_1733              
1280500387                         	HABV_91_1_1734              
1280500395                         	HABV_91_1_1736              
1280500409                         	HABV_91_1_1738              
1280500417                         	HABV_91_1_1739              
1280500425                         	HABV_91_1_1742              
1280500433                         	HABV_91_1_1743              
1280500441                         	HABV_91_1_1746              
128050045X                         	HABV_91_1_1750              
1280500468                         	HABV_91_1_1751              
129440337                          	HABV_91_1_1624              
129594369                          	HABV_91_1_1383              
132733579                          	HABV_91_1_1309              
135620090                          	HABV_91_1_222               
136083617                          	HABV_91_1_1236              
136240437                          	HABV_91_1_1386              
137633661                          	HABV_91_1_1018              
137896379                          	HABV_91_1_1503              
138144265                          	HABV_91_1_1589              
14021223X                          	HABV_91_1_1441              
142177776                          	HABV_91_1_285               
142664057                          	HABV_91_1_1574              
17218097X                          	HABV_91_1_1151              
1012300595                         	HABV_91_1_2124              
1012367614                         	HABV_91_1_2544              
1012369536                         	HABV_91_1_2624              
1012413659                         	HABV_91_1_2717              
1012571793                         	HABV_91_1_2638              
1012643026                         	HABV_91_1_2675              
1014625688                         	HABV_91_1_2868              
1030162948                         	HABV_91_1_2509              
1047411652                         	HABV_91_1_2538              
1060156903                         	HABV_91_1_2206              
1073525120                         	HABV_91_1_1763              
1124087214                         	HABV_91_1_2577              
1140257544                         	HABV_91_1_2613              
1145534589                         	HABV_91_1_2370              
116551046                          	HABV_91_1_2000              
116621281                          	HABV_91_1_2032              
116918624                          	HABV_91_1_2241              
117111562                          	HABV_91_1_1755              
117193208                          	HABV_91_1_2439              
117425451                          	HABV_91_1_2394              
1179198905                         	HABV_91_1_2576              
119134306                          	HABV_91_1_2140              
1197011498                         	HABV_91_1_2671              
1209456753                         	HABV_91_1_2476              
121509656                          	HABV_91_1_2461              
1227475179                         	HABV_91_1_2321              
1231119527                         	HABV_91_1_1830              
126806721                          	HABV_91_1_1945              
127252282                          	HABV_91_1_2602              
1280500476                         	HABV_91_1_1752              
1280500484                         	HABV_91_1_1753              
1280500492                         	HABV_91_1_1757              
1280500506                         	HABV_91_1_1758              
1280500514                         	HABV_91_1_1759              
1280500522                         	HABV_91_1_1760              
1280500530                         	HABV_91_1_1762              
1280500549                         	HABV_91_1_1765              
1280500557                         	HABV_91_1_1768              
1280500565                         	HABV_91_1_1769              
1280500573                         	HABV_91_1_1770              
1280500581                         	HABV_91_1_1771              
128050059X                         	HABV_91_1_1772              
1280500603                         	HABV_91_1_1773              
1280500611                         	HABV_91_1_1774              
128050062X                         	HABV_91_1_1777              
1280500638                         	HABV_91_1_1778              
1280500646                         	HABV_91_1_1779              
1280500654                         	HABV_91_1_1781              
1280500662                         	HABV_91_1_1782              
1280500670                         	HABV_91_1_1783              
1280500689                         	HABV_91_1_1784              
1280500697                         	HABV_91_1_1786              
1280500700                         	HABV_91_1_1787              
1280500719                         	HABV_91_1_1789              
1280500727                         	HABV_91_1_1791              
1280500735                         	HABV_91_1_1793              
1280500743                         	HABV_91_1_1794              
1280500751                         	HABV_91_1_1795              
128050076X                         	HABV_91_1_1796              
1280500778                         	HABV_91_1_1797              
1280500786                         	HABV_91_1_1798              
1280500794                         	HABV_91_1_1800              
1280500808                         	HABV_91_1_1802              
1280500816                         	HABV_91_1_1803              
1280500824                         	HABV_91_1_1804              
1280500832                         	HABV_91_1_1805              
1280500840                         	HABV_91_1_1806              
1280500859                         	HABV_91_1_1814              
1280500867                         	HABV_91_1_1817              
1280500875                         	HABV_91_1_1818              
1280500883                         	HABV_91_1_1819              
1280500891                         	HABV_91_1_1821              
1280500905                         	HABV_91_1_1822              
1280500913                         	HABV_91_1_1823              
1280500921                         	HABV_91_1_1826              
128050093X                         	HABV_91_1_1831              
1280500948                         	HABV_91_1_1834              
1280500956                         	HABV_91_1_1835              
1280500964                         	HABV_91_1_1839              
1280500972                         	HABV_91_1_1841              
1280500980                         	HABV_91_1_1842              
1280500999                         	HABV_91_1_1843              
1280501006                         	HABV_91_1_1844              
1280501014                         	HABV_91_1_1847              
1280501022                         	HABV_91_1_1849              
1280501030                         	HABV_91_1_1851              
1280501049                         	HABV_91_1_1853              
1280501057                         	HABV_91_1_1854              
1280501065                         	HABV_91_1_1855              
1280501073                         	HABV_91_1_1857              
1280501081                         	HABV_91_1_1859              
128050109X                         	HABV_91_1_1860              
1280501103                         	HABV_91_1_1862              
1280501111                         	HABV_91_1_1863              
128050112X                         	HABV_91_1_1864              
1280501138                         	HABV_91_1_1865              
1280501146                         	HABV_91_1_1866              
1280501154                         	HABV_91_1_1867              
1280501162                         	HABV_91_1_1869              
1280501170                         	HABV_91_1_1870              
1280501189                         	HABV_91_1_1871              
1280501197                         	HABV_91_1_1872              
1280501200                         	HABV_91_1_1875              
1280501219                         	HABV_91_1_1878              
1280501227                         	HABV_91_1_1879              
1280501235                         	HABV_91_1_1880              
1280501243                         	HABV_91_1_1882              
1280501251                         	HABV_91_1_1883              
128050126X                         	HABV_91_1_1886              
1280501278                         	HABV_91_1_1887              
1280501286                         	HABV_91_1_1888              
1280501294                         	HABV_91_1_1891              
1280501308                         	HABV_91_1_1896              
1280501316                         	HABV_91_1_1897              
1280501324                         	HABV_91_1_1900              
1280501332                         	HABV_91_1_1901              
1280501340                         	HABV_91_1_1902              
1280501359                         	HABV_91_1_1903              
1280501367                         	HABV_91_1_1905              
1280501375                         	HABV_91_1_1906              
1280501383                         	HABV_91_1_1907              
1280501391                         	HABV_91_1_1909              
1280501405                         	HABV_91_1_1910              
1280501413                         	HABV_91_1_1912              
1280501421                         	HABV_91_1_1913              
128050143X                         	HABV_91_1_1914              
1280501448                         	HABV_91_1_1915              
1280501456                         	HABV_91_1_1925              
1280501464                         	HABV_91_1_1926              
1280501472                         	HABV_91_1_1927              
1280501480                         	HABV_91_1_1928              
1280501499                         	HABV_91_1_1929              
1280501502                         	HABV_91_1_1931              
1280501510                         	HABV_91_1_1934              
1280501529                         	HABV_91_1_1937              
1280501537                         	HABV_91_1_1938              
1280501545                         	HABV_91_1_1939              
1280501553                         	HABV_91_1_1941              
1280501561                         	HABV_91_1_1943              
128050157X                         	HABV_91_1_1948              
1280501588                         	HABV_91_1_1953              
1280501596                         	HABV_91_1_1954              
128050160X                         	HABV_91_1_1958              
1280501618                         	HABV_91_1_1960              
1280501626                         	HABV_91_1_1962              
1280501634                         	HABV_91_1_1963              
1280501642                         	HABV_91_1_1964              
1280501650                         	HABV_91_1_1965              
1280501669                         	HABV_91_1_1971              
1280501677                         	HABV_91_1_1972              
1280501685                         	HABV_91_1_1973              
1280501693                         	HABV_91_1_1974              
1280501707                         	HABV_91_1_1975              
1280501715                         	HABV_91_1_1977              
1280501723                         	HABV_91_1_1978              
1280501731                         	HABV_91_1_1981              
128050174X                         	HABV_91_1_1982              
1280501758                         	HABV_91_1_1983              
1280501766                         	HABV_91_1_1984              
1280501774                         	HABV_91_1_1985              
1280501782                         	HABV_91_1_1987              
1280501790                         	HABV_91_1_1988              
1280501804                         	HABV_91_1_1990              
1280501812                         	HABV_91_1_1991              
1280501820                         	HABV_91_1_1999              
1280501839                         	HABV_91_1_2001              
1280501847                         	HABV_91_1_2004              
1280501855                         	HABV_91_1_2005              
1280501863                         	HABV_91_1_2007              
1280501871                         	HABV_91_1_2008              
128050188X                         	HABV_91_1_2009              
1280501898                         	HABV_91_1_2010              
1280501901                         	HABV_91_1_2012              
128050191X                         	HABV_91_1_2013              
1280501928                         	HABV_91_1_2014              
1280501936                         	HABV_91_1_2015              
1280501944                         	HABV_91_1_2017              
1280501952                         	HABV_91_1_2020              
1280501960                         	HABV_91_1_2027              
1280501979                         	HABV_91_1_2030              
1280501987                         	HABV_91_1_2031              
1280501995                         	HABV_91_1_2036              
1280502002                         	HABV_91_1_2037              
1280502010                         	HABV_91_1_2038              
1280502029                         	HABV_91_1_2040              
1280502037                         	HABV_91_1_2041              
1280502045                         	HABV_91_1_2042              
1280502053                         	HABV_91_1_2043              
1280502061                         	HABV_91_1_2044              
128050207X                         	HABV_91_1_2045              
1280502088                         	HABV_91_1_2047              
1280502096                         	HABV_91_1_2048              
128050210X                         	HABV_91_1_2051              
1280502118                         	HABV_91_1_2056              
1280502126                         	HABV_91_1_2059              
1280502134                         	HABV_91_1_2060              
1280502142                         	HABV_91_1_2061              
1280502150                         	HABV_91_1_2062              
1280502169                         	HABV_91_1_2064              
1280502177                         	HABV_91_1_2067              
1280502185                         	HABV_91_1_2069              
1280502193                         	HABV_91_1_2076              
1280502207                         	HABV_91_1_2077              
1280502215                         	HABV_91_1_2078              
1280502223                         	HABV_91_1_2079              
1280502231                         	HABV_91_1_2081              
128050224X                         	HABV_91_1_2082              
1280502258                         	HABV_91_1_2085              
1280502266                         	HABV_91_1_2086              
1280502274                         	HABV_91_1_2090              
1280502282                         	HABV_91_1_2091              
1280502290                         	HABV_91_1_2094              
1280502304                         	HABV_91_1_2096              
1280502312                         	HABV_91_1_2098              
1280502320                         	HABV_91_1_2100              
1280502339                         	HABV_91_1_2101              
1280502347                         	HABV_91_1_2104              
1280502355                         	HABV_91_1_2106              
1280502363                         	HABV_91_1_2108              
1280502371                         	HABV_91_1_2110              
128050238X                         	HABV_91_1_2112              
1280502398                         	HABV_91_1_2113              
1280502401                         	HABV_91_1_2114              
128050241X                         	HABV_91_1_2116              
1280502428                         	HABV_91_1_2118              
1280502436                         	HABV_91_1_2119              
1280502444                         	HABV_91_1_2120              
1280502452                         	HABV_91_1_2122              
1280502460                         	HABV_91_1_2127              
1280502479                         	HABV_91_1_2128              
1280502487                         	HABV_91_1_2129              
1280502495                         	HABV_91_1_2130              
1280502509                         	HABV_91_1_2131              
1280502517                         	HABV_91_1_2132              
1280502525                         	HABV_91_1_2134              
1280502533                         	HABV_91_1_2141              
1280502541                         	HABV_91_1_2143              
128050255X                         	HABV_91_1_2144              
1280502568                         	HABV_91_1_2145              
1280502576                         	HABV_91_1_2148              
1280502584                         	HABV_91_1_2150              
1280502592                         	HABV_91_1_2151              
1280502606                         	HABV_91_1_2152              
1280502614                         	HABV_91_1_2153              
1280502622                         	HABV_91_1_2155              
1280502630                         	HABV_91_1_2156              
1280502649                         	HABV_91_1_2157              
1280502657                         	HABV_91_1_2159              
1280502665                         	HABV_91_1_2161              
1280502673                         	HABV_91_1_2162              
1280502681                         	HABV_91_1_2163              
128050269X                         	HABV_91_1_2165              
1280502703                         	HABV_91_1_2166              
1280502711                         	HABV_91_1_2167              
128050272X                         	HABV_91_1_2168              
1280502738                         	HABV_91_1_2174              
1280502746                         	HABV_91_1_2175              
1280502754                         	HABV_91_1_2177              
1280502762                         	HABV_91_1_2178              
1280502770                         	HABV_91_1_2179              
1280502789                         	HABV_91_1_2186              
1280502797                         	HABV_91_1_2187              
1280502800                         	HABV_91_1_2188              
1280502819                         	HABV_91_1_2189              
1280502827                         	HABV_91_1_2194              
1280502835                         	HABV_91_1_2199              
1280502843                         	HABV_91_1_2200              
1280502851                         	HABV_91_1_2201              
128050286X                         	HABV_91_1_2203              
1280502878                         	HABV_91_1_2205              
1280502886                         	HABV_91_1_2208              
1280502894                         	HABV_91_1_2210              
1280502908                         	HABV_91_1_2211              
1280502916                         	HABV_91_1_2213              
1280502924                         	HABV_91_1_2215              
1280502932                         	HABV_91_1_2216              
1280502940                         	HABV_91_1_2225              
1280502959                         	HABV_91_1_2226              
1280502967                         	HABV_91_1_2229              
1280502975                         	HABV_91_1_2230              
1280502983                         	HABV_91_1_2231              
1280502991                         	HABV_91_1_2232              
1280503009                         	HABV_91_1_2233              
1280503017                         	HABV_91_1_2235              
1280503025                         	HABV_91_1_2239              
1280503033                         	HABV_91_1_2240              
1280503041                         	HABV_91_1_2245              
128050305X                         	HABV_91_1_2246              
1280503068                         	HABV_91_1_2247              
1280503076                         	HABV_91_1_2248              
1280503084                         	HABV_91_1_2249              
1280503092                         	HABV_91_1_2252              
1280503106                         	HABV_91_1_2255              
1280503114                         	HABV_91_1_2256              
1280503122                         	HABV_91_1_2259              
1280503130                         	HABV_91_1_2261              
1280503149                         	HABV_91_1_2263              
1280503157                         	HABV_91_1_2267              
1280503165                         	HABV_91_1_2268              
1280503173                         	HABV_91_1_2269              
1280503181                         	HABV_91_1_2276              
128050319X                         	HABV_91_1_2280              
1280503203                         	HABV_91_1_2283              
1280503211                         	HABV_91_1_2284              
128050322X                         	HABV_91_1_2286              
1280503238                         	HABV_91_1_2288              
1280503246                         	HABV_91_1_2289              
1280503254                         	HABV_91_1_2290              
1280503262                         	HABV_91_1_2292              
1280503270                         	HABV_91_1_2295              
1280503289                         	HABV_91_1_2296              
1280503297                         	HABV_91_1_2297              
1280503300                         	HABV_91_1_2298              
1280503319                         	HABV_91_1_2299              
1280503327                         	HABV_91_1_2302              
1280503335                         	HABV_91_1_2303              
1280503343                         	HABV_91_1_2305              
1280503351                         	HABV_91_1_2306              
128050336X                         	HABV_91_1_2309              
1280503378                         	HABV_91_1_2310              
1280503386                         	HABV_91_1_2311              
1280503394                         	HABV_91_1_2313              
1280503408                         	HABV_91_1_2314              
1280503416                         	HABV_91_1_2315              
1280503424                         	HABV_91_1_2316              
1280503432                         	HABV_91_1_2317              
1280503440                         	HABV_91_1_2318              
1280503459                         	HABV_91_1_2322              
1280503467                         	HABV_91_1_2323              
1280503475                         	HABV_91_1_2324              
1280503483                         	HABV_91_1_2327              
1280503491                         	HABV_91_1_2328              
1280503505                         	HABV_91_1_2330              
1280503513                         	HABV_91_1_2332              
1280503521                         	HABV_91_1_2334              
128050353X                         	HABV_91_1_2335              
1280503548                         	HABV_91_1_2339              
1280503556                         	HABV_91_1_2340              
1280503564                         	HABV_91_1_2341              
1280503572                         	HABV_91_1_2342              
1280503580                         	HABV_91_1_2343              
1280503599                         	HABV_91_1_2344              
1280503602                         	HABV_91_1_2345              
1280503610                         	HABV_91_1_2346              
1280503629                         	HABV_91_1_2349              
1280503637                         	HABV_91_1_2350              
1280503645                         	HABV_91_1_2352              
1280503653                         	HABV_91_1_2355              
1280503661                         	HABV_91_1_2357              
128050367X                         	HABV_91_1_2358              
1280503688                         	HABV_91_1_2359              
1280503696                         	HABV_91_1_2360              
128050370X                         	HABV_91_1_2361              
1280503718                         	HABV_91_1_2362              
1280503726                         	HABV_91_1_2363              
1280503734                         	HABV_91_1_2364              
1280503742                         	HABV_91_1_2366              
1280503750                         	HABV_91_1_2368              
1280503769                         	HABV_91_1_2369              
1280503777                         	HABV_91_1_2371              
1280503785                         	HABV_91_1_2373              
1280503793                         	HABV_91_1_2375              
1280503807                         	HABV_91_1_2377              
1280503815                         	HABV_91_1_2378              
1280503823                         	HABV_91_1_2381              
1280503831                         	HABV_91_1_2384              
128050384X                         	HABV_91_1_2385              
1280503858                         	HABV_91_1_2388              
1280503866                         	HABV_91_1_2390              
1280503874                         	HABV_91_1_2391              
1280503882                         	HABV_91_1_2393              
1280503890                         	HABV_91_1_2397              
1280503904                         	HABV_91_1_2399              
1280503912                         	HABV_91_1_2401              
1280503920                         	HABV_91_1_2403              
1280503939                         	HABV_91_1_2404              
1280503947                         	HABV_91_1_2405              
1280503955                         	HABV_91_1_2409              
1280503963                         	HABV_91_1_2410              
1280503971                         	HABV_91_1_2411              
128050398X                         	HABV_91_1_2412              
1280503998                         	HABV_91_1_2413              
1280504005                         	HABV_91_1_2415              
1280504013                         	HABV_91_1_2416              
1280504021                         	HABV_91_1_2417              
128050403X                         	HABV_91_1_2419              
1280504048                         	HABV_91_1_2420              
1280504056                         	HABV_91_1_2421              
1280504064                         	HABV_91_1_2422              
1280504072                         	HABV_91_1_2423              
1280504080                         	HABV_91_1_2425              
1280504099                         	HABV_91_1_2426              
1280504102                         	HABV_91_1_2427              
1280504110                         	HABV_91_1_2428              
1280504129                         	HABV_91_1_2429              
1280504137                         	HABV_91_1_2431              
1280504145                         	HABV_91_1_2432              
1280504153                         	HABV_91_1_2433              
1280504161                         	HABV_91_1_2435              
128050417X                         	HABV_91_1_2441              
1280504188                         	HABV_91_1_2444              
1280504196                         	HABV_91_1_2445              
128050420X                         	HABV_91_1_2447              
1280504218                         	HABV_91_1_2448              
1280504226                         	HABV_91_1_2450              
1280504234                         	HABV_91_1_2451              
1280504242                         	HABV_91_1_2452              
1280504250                         	HABV_91_1_2453              
1280504269                         	HABV_91_1_2456              
1280504277                         	HABV_91_1_2462              
1280504285                         	HABV_91_1_2465              
1280504293                         	HABV_91_1_2466              
1280504307                         	HABV_91_1_2470              
1280504315                         	HABV_91_1_2472              
1280504323                         	HABV_91_1_2475              
1280504331                         	HABV_91_1_2478              
128050434X                         	HABV_91_1_2479              
1280504358                         	HABV_91_1_2480              
1280504366                         	HABV_91_1_2481              
1280504374                         	HABV_91_1_2482              
1280504382                         	HABV_91_1_2483              
1280504390                         	HABV_91_1_2485              
1280504404                         	HABV_91_1_2487              
1280504412                         	HABV_91_1_2488              
1280504420                         	HABV_91_1_2491              
1280504439                         	HABV_91_1_2496              
1280504447                         	HABV_91_1_2501              
1280504455                         	HABV_91_1_2506              
1280504463                         	HABV_91_1_2508              
1280504471                         	HABV_91_1_2511              
128050448X                         	HABV_91_1_2512              
1280504498                         	HABV_91_1_2513              
1280504501                         	HABV_91_1_2514              
128050451X                         	HABV_91_1_2515              
1280504528                         	HABV_91_1_2518              
1280504536                         	HABV_91_1_2519              
1280504544                         	HABV_91_1_2523              
1280504552                         	HABV_91_1_2524              
1280504560                         	HABV_91_1_2526              
1280504579                         	HABV_91_1_2527              
1280504587                         	HABV_91_1_2528              
1280504595                         	HABV_91_1_2530              
1280504609                         	HABV_91_1_2534              
1280504617                         	HABV_91_1_2536              
1280504625                         	HABV_91_1_2537              
1280504633                         	HABV_91_1_2539              
1280504641                         	HABV_91_1_2540              
128050465X                         	HABV_91_1_2545              
1280504668                         	HABV_91_1_2546              
1280504676                         	HABV_91_1_2549              
1280504684                         	HABV_91_1_2550              
1280504692                         	HABV_91_1_2551              
1280504706                         	HABV_91_1_2553              
1280504714                         	HABV_91_1_2556              
1280504722                         	HABV_91_1_2558              
1280504730                         	HABV_91_1_2560              
1280504749                         	HABV_91_1_2564              
1280504757                         	HABV_91_1_2565              
1280504765                         	HABV_91_1_2566              
1280504773                         	HABV_91_1_2568              
1280504781                         	HABV_91_1_2570              
128050479X                         	HABV_91_1_2571              
1280504803                         	HABV_91_1_2572              
1280504811                         	HABV_91_1_2573              
128050482X                         	HABV_91_1_2580              
1280504838                         	HABV_91_1_2583              
1280504846                         	HABV_91_1_2589              
1280504854                         	HABV_91_1_2592              
1280504862                         	HABV_91_1_2596              
1280504870                         	HABV_91_1_2598              
1280504889                         	HABV_91_1_2600              
1280504897                         	HABV_91_1_2601              
1280504900                         	HABV_91_1_2603              
1280504919                         	HABV_91_1_2604              
1280504927                         	HABV_91_1_2609              
1280504935                         	HABV_91_1_2610              
1280504943                         	HABV_91_1_2612              
1280504951                         	HABV_91_1_2614              
128050496X                         	HABV_91_1_2615              
1280504978                         	HABV_91_1_2616              
1280504986                         	HABV_91_1_2617              
1280504994                         	HABV_91_1_2619              
1280505001                         	HABV_91_1_2621              
128050501X                         	HABV_91_1_2629              
1280505028                         	HABV_91_1_2631              
1280505036                         	HABV_91_1_2633              
1280505044                         	HABV_91_1_2634              
1280505052                         	HABV_91_1_2635              
1280505060                         	HABV_91_1_2636              
1280505087                         	HABV_91_1_2642              
1280505095                         	HABV_91_1_2643              
1280505109                         	HABV_91_1_2644              
1280505117                         	HABV_91_1_2645              
1280505125                         	HABV_91_1_2649              
1280505133                         	HABV_91_1_2650              
1280505141                         	HABV_91_1_2652              
128050515X                         	HABV_91_1_2653              
1280505168                         	HABV_91_1_2655              
1280505176                         	HABV_91_1_2656              
1280505184                         	HABV_91_1_2657              
1280505192                         	HABV_91_1_2658              
1280505206                         	HABV_91_1_2659              
