idn	akten-nr
1247328945                         	HABV_91_1_1431              
1247328953                         	HABV_91_1_1435              
1247328961                         	HABV_91_1_1438              
124732897X                         	HABV_91_1_1439              
1247328988                         	HABV_91_1_1440              
1247328996                         	HABV_91_1_1445              
1247329003                         	HABV_91_1_1446              
1247329011                         	HABV_91_1_1450              
124732902X                         	HABV_91_1_1451              
1247329038                         	HABV_91_1_1453              
1247329046                         	HABV_91_1_1454              
1247329054                         	HABV_91_1_1455              
1247329062                         	HABV_91_1_1461              
1247329070                         	HABV_91_1_1462              
1247329089                         	HABV_91_1_1463              
1247329097                         	HABV_91_1_1465              
1247329100                         	HABV_91_1_1467              
1247329119                         	HABV_91_1_1468              
1247329127                         	HABV_91_1_1469              
1247329135                         	HABV_91_1_1470              
1247329143                         	HABV_91_1_1471              
1247329151                         	HABV_91_1_1472              
124732916X                         	HABV_91_1_1473              
1247329178                         	HABV_91_1_1476              
1247329186                         	HABV_91_1_1478              
1247329194                         	HABV_91_1_1480              
1247329208                         	HABV_91_1_1481              
1247329216                         	HABV_91_1_1483              
1247329224                         	HABV_91_1_1486              
1247329232                         	HABV_91_1_1487              
1247329240                         	HABV_91_1_1488              
1247329259                         	HABV_91_1_1489              
1247329267                         	HABV_91_1_1490              
1247329275                         	HABV_91_1_1491              
1247329283                         	HABV_91_1_1495              
1247329291                         	HABV_91_1_1496              
1247329305                         	HABV_91_1_1498              
1247329313                         	HABV_91_1_1499              
1247329321                         	HABV_91_1_1500              
124732933X                         	HABV_91_1_1501              
1247329348                         	HABV_91_1_1502              
1247329356                         	HABV_91_1_1507              
1247329364                         	HABV_91_1_1512              
1247329372                         	HABV_91_1_1514              
1247329380                         	HABV_91_1_1516              
1247329399                         	HABV_91_1_1523              
1247329402                         	HABV_91_1_1524              
1247329410                         	HABV_91_1_1526              
1247329429                         	HABV_91_1_1529              
1247329437                         	HABV_91_1_1530              
1247329445                         	HABV_91_1_1531              
1247329453                         	HABV_91_1_1532              
1247329461                         	HABV_91_1_1533              
124732947X                         	HABV_91_1_1534              
1247329488                         	HABV_91_1_1535              
1247329496                         	HABV_91_1_1536              
124732950X                         	HABV_91_1_1538              
1247329518                         	HABV_91_1_1540              
1247329526                         	HABV_91_1_1542              
1247329534                         	HABV_91_1_1543              
1247329542                         	HABV_91_1_1548              
1247329550                         	HABV_91_1_1549              
1247329569                         	HABV_91_1_1551              
1247329577                         	HABV_91_1_1552              
1247329585                         	HABV_91_1_1553              
1247329593                         	HABV_91_1_1554              
1247329607                         	HABV_91_1_1555              
1247329615                         	HABV_91_1_1559              
1247329623                         	HABV_91_1_1560              
1247329631                         	HABV_91_1_1561              
1247329658                         	HABV_91_1_1562              
1247329666                         	HABV_91_1_1563              
1247329674                         	HABV_91_1_1564              
1247329682                         	HABV_91_1_1565              
1247329690                         	HABV_91_1_1566              
1247329704                         	HABV_91_1_1567              
1247329712                         	HABV_91_1_1570              
1247329720                         	HABV_91_1_1571              
1247329739                         	HABV_91_1_1573              
1247329747                         	HABV_91_1_1576              
1247329755                         	HABV_91_1_1579              
1247329763                         	HABV_91_1_1581              
1247329771                         	HABV_91_1_1582              
124732978X                         	HABV_91_1_1584              
1247329798                         	HABV_91_1_1585              
1247329801                         	HABV_91_1_1586              
124732981X                         	HABV_91_1_1587              
1247329828                         	HABV_91_1_1593              
1247329836                         	HABV_91_1_1596              
1247329844                         	HABV_91_1_1597              
1247329852                         	HABV_91_1_1599              
1247329860                         	HABV_91_1_1600              
1247329879                         	HABV_91_1_1601              
1247329887                         	HABV_91_1_1602              
1247329895                         	HABV_91_1_1603              
1247329909                         	HABV_91_1_1606              
1247329917                         	HABV_91_1_1611              
1247329925                         	HABV_91_1_1613              
1247329933                         	HABV_91_1_1615              
1247329941                         	HABV_91_1_1617              
124732995X                         	HABV_91_1_1619              
1247329968                         	HABV_91_1_1620              
1247329976                         	HABV_91_1_1622              
1247329984                         	HABV_91_1_1625              
1247329992                         	HABV_91_1_1628              
1247330001                         	HABV_91_1_1630              
124733001X                         	HABV_91_1_1631              
1247330028                         	HABV_91_1_1632              
1247330036                         	HABV_91_1_1633              
1247330044                         	HABV_91_1_1636              
1247330052                         	HABV_91_1_1637              
1247330060                         	HABV_91_1_1638              
1247330079                         	HABV_91_1_1639              
1247330087                         	HABV_91_1_1643              
1247330095                         	HABV_91_1_1646              
1247330109                         	HABV_91_1_1648              
1247330117                         	HABV_91_1_1651              
1247330125                         	HABV_91_1_1652              
1247330133                         	HABV_91_1_1653              
1247330141                         	HABV_91_1_1655              
124733015X                         	HABV_91_1_1657              
1247330168                         	HABV_91_1_1658              
1247330176                         	HABV_91_1_1659              
1247330184                         	HABV_91_1_1660              
1247330192                         	HABV_91_1_1661              
1247330206                         	HABV_91_1_1662              
1247330214                         	HABV_91_1_1663              
1247330222                         	HABV_91_1_1664              
1247330230                         	HABV_91_1_1666              
1247330249                         	HABV_91_1_1667              
1247330265                         	HABV_91_1_1668              
1247330273                         	HABV_91_1_1669              
1247330281                         	HABV_91_1_1670              
124733029X                         	HABV_91_1_1671              
1247330303                         	HABV_91_1_1672              
1247330311                         	HABV_91_1_1676              
124733032X                         	HABV_91_1_1677              
1247330338                         	HABV_91_1_1680              
1247330354                         	HABV_91_1_1681              
1247330362                         	HABV_91_1_1683              
1247330370                         	HABV_91_1_1685              
1247330389                         	HABV_91_1_1689              
1247330397                         	HABV_91_1_1690              
1247330400                         	HABV_91_1_1691              
1247330419                         	HABV_91_1_1693              
1247330427                         	HABV_91_1_1695              
1247330435                         	HABV_91_1_1697              
1247330443                         	HABV_91_1_1701              
1247330451                         	HABV_91_1_1702              
124733046X                         	HABV_91_1_1704              
1247330478                         	HABV_91_1_1705              
1247330486                         	HABV_91_1_1706              
1247330494                         	HABV_91_1_1707              
1247330508                         	HABV_91_1_1708              
1247330516                         	HABV_91_1_1709              
1247330524                         	HABV_91_1_1717              
1247330532                         	HABV_91_1_1718              
1247330540                         	HABV_91_1_1719              
1247330559                         	HABV_91_1_1720              
1247330567                         	HABV_91_1_1721              
1247330575                         	HABV_91_1_1722              
1247330583                         	HABV_91_1_1723              
1247330591                         	HABV_91_1_1724              
1247330605                         	HABV_91_1_1726              
1247330613                         	HABV_91_1_1729              
1247330621                         	HABV_91_1_1731              
124733063X                         	HABV_91_1_1732              
1247330648                         	HABV_91_1_1733              
1247330656                         	HABV_91_1_1734              
1247330664                         	HABV_91_1_1736              
1247330672                         	HABV_91_1_1738              
1247330680                         	HABV_91_1_1739              
1247330699                         	HABV_91_1_1742              
1247330702                         	HABV_91_1_1743              
1247330710                         	HABV_91_1_1746              
1247330729                         	HABV_91_1_1750              
1247330737                         	HABV_91_1_1751              
1247330745                         	HABV_91_1_1752              
1247330753                         	HABV_91_1_1753              
1247330761                         	HABV_91_1_1757              
124733077X                         	HABV_91_1_1758              
1247330788                         	HABV_91_1_1759              
1247330796                         	HABV_91_1_1760              
124733080X                         	HABV_91_1_1762              
1247330818                         	HABV_91_1_1765              
1247330826                         	HABV_91_1_1768              
1247330834                         	HABV_91_1_1769              
1247330842                         	HABV_91_1_1770              
1247330850                         	HABV_91_1_1771              
1247330869                         	HABV_91_1_1772              
1247330877                         	HABV_91_1_1773              
1247330885                         	HABV_91_1_1774              
1247330893                         	HABV_91_1_1777              
1247330907                         	HABV_91_1_1778              
1247330915                         	HABV_91_1_1779              
1247330923                         	HABV_91_1_1781              
1247330931                         	HABV_91_1_1782              
124733094X                         	HABV_91_1_1783              
1247330958                         	HABV_91_1_1784              
1247330974                         	HABV_91_1_1786              
1247330982                         	HABV_91_1_1787              
1247330990                         	HABV_91_1_1789              
1247331008                         	HABV_91_1_1791              
1247331016                         	HABV_91_1_1793              
1247331024                         	HABV_91_1_1794              
1247331032                         	HABV_91_1_1795              
1247331040                         	HABV_91_1_1796              
1247331059                         	HABV_91_1_1797              
1247331067                         	HABV_91_1_1798              
1247331075                         	HABV_91_1_1800              
1247331083                         	HABV_91_1_1802              
1247331091                         	HABV_91_1_1803              
1247331105                         	HABV_91_1_1804              
1247331113                         	HABV_91_1_1805              
1247331121                         	HABV_91_1_1806              
124733113X                         	HABV_91_1_1814              
1247331148                         	HABV_91_1_1817              
1247331156                         	HABV_91_1_1818              
1247331164                         	HABV_91_1_1819              
1247331172                         	HABV_91_1_1821              
1247331180                         	HABV_91_1_1822              
1247331199                         	HABV_91_1_1823              
1247331202                         	HABV_91_1_1826              
1247331210                         	HABV_91_1_1831              
129440337                          	HABV_91_1_1624              
129594369                          	HABV_91_1_1383              
132733579                          	HABV_91_1_1309              
135620090                          	HABV_91_1_222               
136083617                          	HABV_91_1_1236              
136240437                          	HABV_91_1_1386              
137633661                          	HABV_91_1_1018              
137896379                          	HABV_91_1_1503              
138144265                          	HABV_91_1_1589              
14021223X                          	HABV_91_1_1441              
142177776                          	HABV_91_1_285               
142664057                          	HABV_91_1_1574              
17218097X                          	HABV_91_1_1151              
1012300595                         	HABV_91_1_2124              
1012367614                         	HABV_91_1_2544              
1012369536                         	HABV_91_1_2624              
1012413659                         	HABV_91_1_2717              
1012571793                         	HABV_91_1_2638              
1012643026                         	HABV_91_1_2675              
1014625688                         	HABV_91_1_2868              
1018350306                         	HABV_91_1_2343              
1030162948                         	HABV_91_1_2509              
1047411652                         	HABV_91_1_2538              
1060156903                         	HABV_91_1_2206              
1124087214                         	HABV_91_1_2577              
1140257544                         	HABV_91_1_2613              
1145534589                         	HABV_91_1_2370              
116551046                          	HABV_91_1_2000              
116621281                          	HABV_91_1_2032              
116918624                          	HABV_91_1_2241              
117193208                          	HABV_91_1_2439              
117425451                          	HABV_91_1_2394              
1179198905                         	HABV_91_1_2576              
119134306                          	HABV_91_1_2140              
1197011498                         	HABV_91_1_2671              
1209456753                         	HABV_91_1_2476              
121509656                          	HABV_91_1_2461              
1227475179                         	HABV_91_1_2321              
1247331350                         	HABV_91_1_1834              
1247331377                         	HABV_91_1_1835              
1247331385                         	HABV_91_1_1839              
1247331393                         	HABV_91_1_1841              
1247331407                         	HABV_91_1_1842              
1247331415                         	HABV_91_1_1843              
1247331423                         	HABV_91_1_1844              
1247331431                         	HABV_91_1_1847              
124733144X                         	HABV_91_1_1849              
1247331458                         	HABV_91_1_1851              
1247331466                         	HABV_91_1_1853              
1247331474                         	HABV_91_1_1854              
1247331482                         	HABV_91_1_1855              
1247331490                         	HABV_91_1_1857              
1247331504                         	HABV_91_1_1859              
1247331512                         	HABV_91_1_1860              
1247331520                         	HABV_91_1_1862              
1247331539                         	HABV_91_1_1863              
1247331547                         	HABV_91_1_1864              
1247331555                         	HABV_91_1_1865              
1247331563                         	HABV_91_1_1866              
1247331571                         	HABV_91_1_1867              
124733158X                         	HABV_91_1_1869              
1247331598                         	HABV_91_1_1870              
1247331601                         	HABV_91_1_1871              
124733161X                         	HABV_91_1_1872              
1247331628                         	HABV_91_1_1875              
1247331636                         	HABV_91_1_1878              
1247331644                         	HABV_91_1_1879              
1247331652                         	HABV_91_1_1880              
1247331660                         	HABV_91_1_1882              
1247331679                         	HABV_91_1_1883              
1247331687                         	HABV_91_1_1886              
1247331695                         	HABV_91_1_1887              
1247331709                         	HABV_91_1_1888              
1247331717                         	HABV_91_1_1891              
1247331725                         	HABV_91_1_1896              
1247331733                         	HABV_91_1_1897              
1247331741                         	HABV_91_1_1900              
124733175X                         	HABV_91_1_1901              
1247331768                         	HABV_91_1_1902              
1247331776                         	HABV_91_1_1903              
1247331784                         	HABV_91_1_1905              
1247331792                         	HABV_91_1_1906              
1247331806                         	HABV_91_1_1907              
1247331814                         	HABV_91_1_1909              
1247331822                         	HABV_91_1_1910              
1247331830                         	HABV_91_1_1912              
1247331849                         	HABV_91_1_1913              
1247331857                         	HABV_91_1_1914              
1247331865                         	HABV_91_1_1915              
1247331873                         	HABV_91_1_1925              
1247331881                         	HABV_91_1_1926              
124733189X                         	HABV_91_1_1927              
1247331903                         	HABV_91_1_1928              
1247331911                         	HABV_91_1_1929              
124733192X                         	HABV_91_1_1931              
1247331938                         	HABV_91_1_1934              
1247331946                         	HABV_91_1_1937              
1247331954                         	HABV_91_1_1938              
1247331962                         	HABV_91_1_1939              
1247331970                         	HABV_91_1_1941              
1247331989                         	HABV_91_1_1943              
1247331997                         	HABV_91_1_1948              
1247332004                         	HABV_91_1_1953              
1247332012                         	HABV_91_1_1954              
1247332020                         	HABV_91_1_1958              
1247332039                         	HABV_91_1_1960              
1247332047                         	HABV_91_1_1962              
1247332055                         	HABV_91_1_1963              
1247332063                         	HABV_91_1_1964              
1247332071                         	HABV_91_1_1965              
124733208X                         	HABV_91_1_1971              
1247332098                         	HABV_91_1_1972              
1247332101                         	HABV_91_1_1973              
124733211X                         	HABV_91_1_1974              
1247332128                         	HABV_91_1_1975              
1247332136                         	HABV_91_1_1977              
1247332144                         	HABV_91_1_1978              
1247332152                         	HABV_91_1_1981              
1247332160                         	HABV_91_1_1982              
1247332179                         	HABV_91_1_1983              
1247332187                         	HABV_91_1_1984              
1247332195                         	HABV_91_1_1985              
1247332209                         	HABV_91_1_1987              
1247332217                         	HABV_91_1_1988              
1247332225                         	HABV_91_1_1990              
1247332233                         	HABV_91_1_1991              
1247332241                         	HABV_91_1_1999              
124733225X                         	HABV_91_1_2001              
1247332268                         	HABV_91_1_2004              
1247332276                         	HABV_91_1_2005              
1247332284                         	HABV_91_1_2007              
1247332292                         	HABV_91_1_2008              
1247332306                         	HABV_91_1_2009              
1247332314                         	HABV_91_1_2010              
1247332322                         	HABV_91_1_2012              
1247332330                         	HABV_91_1_2013              
1247332349                         	HABV_91_1_2014              
1247332357                         	HABV_91_1_2015              
1247332365                         	HABV_91_1_2017              
1247332373                         	HABV_91_1_2020              
1247332381                         	HABV_91_1_2027              
124733239X                         	HABV_91_1_2030              
1247332403                         	HABV_91_1_2031              
1247332411                         	HABV_91_1_2036              
124733242X                         	HABV_91_1_2037              
1247332438                         	HABV_91_1_2038              
1247332446                         	HABV_91_1_2040              
1247332454                         	HABV_91_1_2041              
1247332462                         	HABV_91_1_2042              
1247332470                         	HABV_91_1_2043              
1247332489                         	HABV_91_1_2044              
1247332497                         	HABV_91_1_2045              
1247332500                         	HABV_91_1_2047              
1247332519                         	HABV_91_1_2048              
1247332527                         	HABV_91_1_2051              
1247332535                         	HABV_91_1_2056              
1247332543                         	HABV_91_1_2059              
1247332551                         	HABV_91_1_2060              
124733256X                         	HABV_91_1_2061              
1247332578                         	HABV_91_1_2062              
1247332586                         	HABV_91_1_2064              
1247332594                         	HABV_91_1_2067              
1247332608                         	HABV_91_1_2069              
1247332616                         	HABV_91_1_2076              
1247332624                         	HABV_91_1_2077              
1247332632                         	HABV_91_1_2078              
1247332640                         	HABV_91_1_2079              
1247332659                         	HABV_91_1_2081              
1247332667                         	HABV_91_1_2082              
1247332675                         	HABV_91_1_2085              
1247332683                         	HABV_91_1_2086              
1247332691                         	HABV_91_1_2090              
1247332705                         	HABV_91_1_2091              
1247332713                         	HABV_91_1_2094              
1247332721                         	HABV_91_1_2096              
124733273X                         	HABV_91_1_2098              
1247332748                         	HABV_91_1_2100              
1247332756                         	HABV_91_1_2101              
1247332764                         	HABV_91_1_2104              
1247332772                         	HABV_91_1_2106              
1247332780                         	HABV_91_1_2108              
1247332799                         	HABV_91_1_2110              
1247332802                         	HABV_91_1_2112              
1247332810                         	HABV_91_1_2113              
1247332829                         	HABV_91_1_2114              
1247332837                         	HABV_91_1_2116              
1247332845                         	HABV_91_1_2118              
1247332853                         	HABV_91_1_2119              
1247332861                         	HABV_91_1_2120              
124733287X                         	HABV_91_1_2122              
1247332888                         	HABV_91_1_2127              
1247332896                         	HABV_91_1_2128              
124733290X                         	HABV_91_1_2129              
1247332918                         	HABV_91_1_2130              
1247332926                         	HABV_91_1_2131              
1247332934                         	HABV_91_1_2132              
1247332942                         	HABV_91_1_2134              
1247332950                         	HABV_91_1_2141              
1247332969                         	HABV_91_1_2143              
1247332977                         	HABV_91_1_2144              
1247332985                         	HABV_91_1_2145              
1247332993                         	HABV_91_1_2148              
1247333000                         	HABV_91_1_2150              
1247333019                         	HABV_91_1_2151              
1247333027                         	HABV_91_1_2152              
1247333035                         	HABV_91_1_2153              
1247333043                         	HABV_91_1_2155              
1247333051                         	HABV_91_1_2156              
124733306X                         	HABV_91_1_2157              
1247333078                         	HABV_91_1_2159              
1247333086                         	HABV_91_1_2161              
1247333094                         	HABV_91_1_2162              
1247333108                         	HABV_91_1_2163              
1247333116                         	HABV_91_1_2165              
1247333124                         	HABV_91_1_2166              
1247333132                         	HABV_91_1_2167              
1247333140                         	HABV_91_1_2168              
1247333159                         	HABV_91_1_2174              
1247333167                         	HABV_91_1_2175              
1247333183                         	HABV_91_1_2177              
1247333191                         	HABV_91_1_2178              
1247333213                         	HABV_91_1_2179              
1247333221                         	HABV_91_1_2186              
124733323X                         	HABV_91_1_2187              
1247333248                         	HABV_91_1_2188              
1247333256                         	HABV_91_1_2189              
1247333264                         	HABV_91_1_2194              
1247333272                         	HABV_91_1_2199              
1247333280                         	HABV_91_1_2200              
1247333299                         	HABV_91_1_2201              
1247333302                         	HABV_91_1_2203              
1247333310                         	HABV_91_1_2205              
1247333329                         	HABV_91_1_2208              
1247333337                         	HABV_91_1_2210              
1247333345                         	HABV_91_1_2211              
1247333353                         	HABV_91_1_2213              
1247333361                         	HABV_91_1_2215              
124733337X                         	HABV_91_1_2216              
1247333388                         	HABV_91_1_2225              
1247333396                         	HABV_91_1_2226              
124733340X                         	HABV_91_1_2229              
1247333418                         	HABV_91_1_2230              
1247333426                         	HABV_91_1_2231              
1247333434                         	HABV_91_1_2232              
1247333442                         	HABV_91_1_2233              
1247333450                         	HABV_91_1_2235              
1247333469                         	HABV_91_1_2239              
1247333477                         	HABV_91_1_2240              
1247333485                         	HABV_91_1_2245              
1247333493                         	HABV_91_1_2246              
1247333507                         	HABV_91_1_2247              
1247333515                         	HABV_91_1_2248              
1247333523                         	HABV_91_1_2249              
1247333531                         	HABV_91_1_2252              
124733354X                         	HABV_91_1_2255              
1247333558                         	HABV_91_1_2256              
1247333566                         	HABV_91_1_2259              
1247333574                         	HABV_91_1_2261              
1247333582                         	HABV_91_1_2263              
1247333590                         	HABV_91_1_2267              
1247333604                         	HABV_91_1_2268              
1247333612                         	HABV_91_1_2269              
1247333620                         	HABV_91_1_2276              
1247333639                         	HABV_91_1_2280              
1247333647                         	HABV_91_1_2283              
1247333655                         	HABV_91_1_2284              
1247333663                         	HABV_91_1_2286              
1247333671                         	HABV_91_1_2288              
124733368X                         	HABV_91_1_2289              
1247333698                         	HABV_91_1_2290              
1247333701                         	HABV_91_1_2292              
124733371X                         	HABV_91_1_2295              
1247333728                         	HABV_91_1_2296              
1247333736                         	HABV_91_1_2297              
1247333744                         	HABV_91_1_2298              
1247333752                         	HABV_91_1_2299              
1247333760                         	HABV_91_1_2302              
1247333787                         	HABV_91_1_2303              
1247333795                         	HABV_91_1_2305              
1247333809                         	HABV_91_1_2306              
1247333817                         	HABV_91_1_2309              
1247333825                         	HABV_91_1_2310              
1247333833                         	HABV_91_1_2311              
1247333841                         	HABV_91_1_2313              
124733385X                         	HABV_91_1_2314              
1247333868                         	HABV_91_1_2315              
1247333876                         	HABV_91_1_2316              
1247333884                         	HABV_91_1_2317              
1247333892                         	HABV_91_1_2318              
1247333906                         	HABV_91_1_2322              
1247333914                         	HABV_91_1_2323              
1247333922                         	HABV_91_1_2324              
1247333930                         	HABV_91_1_2327              
1247333949                         	HABV_91_1_2328              
1247333957                         	HABV_91_1_2330              
1247333965                         	HABV_91_1_2332              
1247333973                         	HABV_91_1_2334              
1247333981                         	HABV_91_1_2335              
124733399X                         	HABV_91_1_2339              
1247334007                         	HABV_91_1_2340              
1247334015                         	HABV_91_1_2341              
1247334023                         	HABV_91_1_2342              
1247334031                         	HABV_91_1_2344              
124733404X                         	HABV_91_1_2345              
1247334058                         	HABV_91_1_2346              
1247334066                         	HABV_91_1_2349              
1247334074                         	HABV_91_1_2350              
1247334082                         	HABV_91_1_2352              
1247334090                         	HABV_91_1_2355              
1247334104                         	HABV_91_1_2357              
1247334112                         	HABV_91_1_2358              
1247334120                         	HABV_91_1_2359              
1247334139                         	HABV_91_1_2360              
1247334147                         	HABV_91_1_2361              
1247334155                         	HABV_91_1_2362              
1247334163                         	HABV_91_1_2363              
1247334171                         	HABV_91_1_2364              
124733418X                         	HABV_91_1_2366              
1247334198                         	HABV_91_1_2368              
1247334201                         	HABV_91_1_2369              
124733421X                         	HABV_91_1_2371              
1247334228                         	HABV_91_1_2373              
1247334236                         	HABV_91_1_2375              
1247334244                         	HABV_91_1_2377              
1247334252                         	HABV_91_1_2378              
1247334260                         	HABV_91_1_2381              
1247334279                         	HABV_91_1_2384              
1247334287                         	HABV_91_1_2385              
1247334295                         	HABV_91_1_2388              
1247334309                         	HABV_91_1_2390              
1247334317                         	HABV_91_1_2391              
1247334325                         	HABV_91_1_2393              
1247334333                         	HABV_91_1_2397              
1247334341                         	HABV_91_1_2399              
124733435X                         	HABV_91_1_2401              
1247334368                         	HABV_91_1_2403              
1247334376                         	HABV_91_1_2404              
1247334384                         	HABV_91_1_2405              
1247334392                         	HABV_91_1_2409              
1247334406                         	HABV_91_1_2410              
1247334414                         	HABV_91_1_2411              
1247334422                         	HABV_91_1_2412              
1247334430                         	HABV_91_1_2413              
1247334449                         	HABV_91_1_2415              
1247334457                         	HABV_91_1_2416              
1247334465                         	HABV_91_1_2417              
1247334473                         	HABV_91_1_2419              
1247334481                         	HABV_91_1_2420              
124733449X                         	HABV_91_1_2421              
1247334503                         	HABV_91_1_2422              
1247334511                         	HABV_91_1_2423              
124733452X                         	HABV_91_1_2425              
1247334538                         	HABV_91_1_2426              
1247334546                         	HABV_91_1_2427              
1247334554                         	HABV_91_1_2428              
1247334562                         	HABV_91_1_2429              
1247334570                         	HABV_91_1_2431              
1247334589                         	HABV_91_1_2432              
1247334597                         	HABV_91_1_2433              
1247334600                         	HABV_91_1_2435              
1247334619                         	HABV_91_1_2441              
1247334627                         	HABV_91_1_2444              
1247334635                         	HABV_91_1_2445              
1247334643                         	HABV_91_1_2447              
1247334651                         	HABV_91_1_2448              
124733466X                         	HABV_91_1_2450              
1247334678                         	HABV_91_1_2451              
1247334686                         	HABV_91_1_2452              
1247334694                         	HABV_91_1_2453              
1247334708                         	HABV_91_1_2456              
1247334716                         	HABV_91_1_2462              
1247334724                         	HABV_91_1_2465              
1247334732                         	HABV_91_1_2466              
1247334740                         	HABV_91_1_2470              
1247334759                         	HABV_91_1_2472              
1247334767                         	HABV_91_1_2475              
1247334775                         	HABV_91_1_2478              
1247334783                         	HABV_91_1_2479              
1247334791                         	HABV_91_1_2480              
1247334805                         	HABV_91_1_2481              
1247334813                         	HABV_91_1_2482              
1247334821                         	HABV_91_1_2483              
124733483X                         	HABV_91_1_2485              
1247334848                         	HABV_91_1_2487              
1247334856                         	HABV_91_1_2488              
1247334864                         	HABV_91_1_2491              
1247334872                         	HABV_91_1_2496              
1247334880                         	HABV_91_1_2501              
1247334899                         	HABV_91_1_2506              
1247334902                         	HABV_91_1_2508              
1247334910                         	HABV_91_1_2511              
1247334929                         	HABV_91_1_2512              
1247334937                         	HABV_91_1_2513              
1247334945                         	HABV_91_1_2514              
1247334953                         	HABV_91_1_2515              
1247334961                         	HABV_91_1_2518              
124733497X                         	HABV_91_1_2519              
1247334988                         	HABV_91_1_2523              
1247334996                         	HABV_91_1_2524              
1247335003                         	HABV_91_1_2526              
1247335011                         	HABV_91_1_2527              
124733502X                         	HABV_91_1_2528              
1247335038                         	HABV_91_1_2530              
1247335046                         	HABV_91_1_2534              
1247335054                         	HABV_91_1_2536              
1247335062                         	HABV_91_1_2537              
1247335070                         	HABV_91_1_2539              
1247335089                         	HABV_91_1_2540              
1247335097                         	HABV_91_1_2545              
1247335100                         	HABV_91_1_2546              
1247335119                         	HABV_91_1_2549              
1247335127                         	HABV_91_1_2550              
1247335135                         	HABV_91_1_2551              
1247335143                         	HABV_91_1_2553              
1247335151                         	HABV_91_1_2556              
124733516X                         	HABV_91_1_2558              
1247335178                         	HABV_91_1_2560              
1247335186                         	HABV_91_1_2564              
1247335194                         	HABV_91_1_2565              
1247335208                         	HABV_91_1_2566              
1247335216                         	HABV_91_1_2568              
1247335224                         	HABV_91_1_2570              
1247335232                         	HABV_91_1_2571              
1247335240                         	HABV_91_1_2572              
1247335259                         	HABV_91_1_2573              
1247335267                         	HABV_91_1_2580              
1247335275                         	HABV_91_1_2583              
1247335283                         	HABV_91_1_2589              
1247335291                         	HABV_91_1_2592              
1247335305                         	HABV_91_1_2596              
1247335313                         	HABV_91_1_2598              
1247335321                         	HABV_91_1_2600              
124733533X                         	HABV_91_1_2601              
1247335348                         	HABV_91_1_2603              
1247335356                         	HABV_91_1_2604              
1247335364                         	HABV_91_1_2609              
1247335372                         	HABV_91_1_2610              
1247335380                         	HABV_91_1_2612              
1247335399                         	HABV_91_1_2614              
1247335402                         	HABV_91_1_2615              
1247335410                         	HABV_91_1_2616              
1247335429                         	HABV_91_1_2617              
1247335437                         	HABV_91_1_2619              
1247335445                         	HABV_91_1_2621              
1247335453                         	HABV_91_1_2629              
1247335461                         	HABV_91_1_2631              
124733547X                         	HABV_91_1_2633              
1247335488                         	HABV_91_1_2634              
1247335496                         	HABV_91_1_2635              
124733550X                         	HABV_91_1_2636              
1247335526                         	HABV_91_1_2642              
1247335534                         	HABV_91_1_2643              
1247335542                         	HABV_91_1_2644              
1247335550                         	HABV_91_1_2645              
1247335569                         	HABV_91_1_2649              
1247335577                         	HABV_91_1_2650              
1247335585                         	HABV_91_1_2652              
1247335593                         	HABV_91_1_2653              
1247335607                         	HABV_91_1_2655              
1247335615                         	HABV_91_1_2656              
1247335623                         	HABV_91_1_2657              
1247335631                         	HABV_91_1_2658              
124733564X                         	HABV_91_1_2659              
1247335658                         	HABV_91_1_2661              
1247335666                         	HABV_91_1_2664              
1247335674                         	HABV_91_1_2665              
1247335682                         	HABV_91_1_2666              
1247335690                         	HABV_91_1_2667              
1247335704                         	HABV_91_1_2668              
1247335712                         	HABV_91_1_2673              
1247335720                         	HABV_91_1_2674              
1247335739                         	HABV_91_1_2676              
1247335747                         	HABV_91_1_2678              
1247335755                         	HABV_91_1_2679              
1247335763                         	HABV_91_1_2682              
1247335771                         	HABV_91_1_2683              
124733578X                         	HABV_91_1_2684              
1247335798                         	HABV_91_1_2685              
1247335801                         	HABV_91_1_2688              
124733581X                         	HABV_91_1_2689              
1247335828                         	HABV_91_1_2691              
1247335836                         	HABV_91_1_2693              
1247335844                         	HABV_91_1_2695              
1247335852                         	HABV_91_1_2697              
1247335860                         	HABV_91_1_2698              
1247335879                         	HABV_91_1_2699              
1247335887                         	HABV_91_1_2701              
1247335895                         	HABV_91_1_2702              
1247335909                         	HABV_91_1_2703              
1247335917                         	HABV_91_1_2705              
1247335925                         	HABV_91_1_2706              
1247335933                         	HABV_91_1_2709              
1247335941                         	HABV_91_1_2710              
124733595X                         	HABV_91_1_2711              
1247335968                         	HABV_91_1_2712              
1247335976                         	HABV_91_1_2714              
1247335984                         	HABV_91_1_2715              
124733600X                         	HABV_91_1_2718              
1247336018                         	HABV_91_1_2719              
1247336026                         	HABV_91_1_2720              
1247336034                         	HABV_91_1_2721              
1247336042                         	HABV_91_1_2722              
1247336050                         	HABV_91_1_2726              
1247336069                         	HABV_91_1_2730              
1247336077                         	HABV_91_1_2732              
1247336085                         	HABV_91_1_2733              
1247336093                         	HABV_91_1_2735              
1247336107                         	HABV_91_1_2736              
1247336115                         	HABV_91_1_2737              
1247336123                         	HABV_91_1_2740              
1247336131                         	HABV_91_1_2742              
124733614X                         	HABV_91_1_2743              
1247336158                         	HABV_91_1_2745              
